"id","device","sum_spent","group","join_dt","country","gender"
"1007053","A","0","B","2023-01-27","USA","F"
"1007054","I","0","B","2023-01-29","USA","F"
"1007055","A","0","B","2023-01-29","CAN","F"
"1007056","I","0","A","2023-01-27","TUR","F"
"1007057","I","0","A","2023-01-26","USA","F"
"1007058","I","0","B","2023-02-04","USA","F"
"1007059","I","0","A","2023-01-29","ESP","F"
"1007060","A","0","B","2023-01-25","USA","F"
"1007061","A","0","A","2023-02-05","unknown","M"
"1007062","I","0","B","2023-02-03","FRA","F"
"1007063","unknown","0","B","2023-01-27","USA","F"
"1007064","A","0","A","2023-02-06","BRA","M"
"1007065","I","0","A","2023-01-31","BRA","unknown"
"1007066","I","0","B","2023-02-05","BRA","F"
"1007067","A","0","A","2023-01-25","BRA","unknown"
"1007068","I","0","B","2023-01-25","AUS","F"
"1007069","A","0","A","2023-01-27","BRA","M"
"1007070","A","0","B","2023-01-28","BRA","M"
"1007071","A","0","A","2023-01-25","TUR","F"
"1007072","A","0","A","2023-01-26","USA","unknown"
"1007073","A","0","A","2023-02-02","GBR","M"
"1007074","I","0","B","2023-01-25","BRA","F"
"1007075","A","0","B","2023-01-29","GBR","M"
"1007076","A","0","B","2023-01-31","MEX","M"
"1007077","A","0","A","2023-01-28","ESP","F"
"1007078","A","0","B","2023-01-25","BRA","M"
"1007079","I","0","A","2023-01-29","TUR","F"
"1007080","I","0","B","2023-01-27","USA","unknown"
"1007081","A","0","B","2023-02-01","USA","F"
"1007082","A","0","A","2023-01-25","TUR","M"
"1007083","I","0","B","2023-01-26","GBR","M"
"1007084","A","0","A","2023-01-25","MEX","M"
"1007085","A","0","A","2023-01-27","DEU","M"
"1007086","I","0","B","2023-01-31","MEX","M"
"1007087","I","0","A","2023-01-25","BRA","F"
"1007088","I","0","A","2023-01-27","BRA","F"
"1007089","A","0","A","2023-01-27","MEX","F"
"1007090","A","0","A","2023-02-03","BRA","M"
"1007091","I","0","B","2023-01-27","BRA","M"
"1007092","A","0","B","2023-01-25","MEX","F"
"1007093","A","0","A","2023-01-28","MEX","M"
"1007094","unknown","0","A","2023-01-25","DEU","M"
"1007095","A","0","A","2023-01-27","AUS","M"
"1007096","A","0","A","2023-01-25","BRA","F"
"1007097","I","0","A","2023-01-25","USA","M"
"1007098","I","0","A","2023-01-28","MEX","F"
"1007099","A","0","B","2023-02-02","FRA","F"
"1007100","A","0","A","2023-02-03","GBR","F"
"1007101","I","0","A","2023-01-27","DEU","M"
"1007102","I","0","B","2023-01-27","MEX","M"
"1007103","A","0","B","2023-01-26","TUR","F"
"1007104","A","0","B","2023-01-28","USA","F"
"1007105","A","0","A","2023-01-28","BRA","M"
"1007106","A","0","A","2023-01-29","TUR","F"
"1007107","A","0","A","2023-01-29","GBR","M"
"1007108","A","0","A","2023-01-26","ESP","F"
"1007109","A","0","B","2023-01-28","DEU","F"
"1007110","I","0","A","2023-01-25","DEU","F"
"1007111","I","0","A","2023-01-30","AUS","M"
"1007112","I","0","B","2023-01-30","GBR","F"
"1007113","A","0","A","2023-01-31","MEX","M"
"1007114","I","0","A","2023-01-25","USA","O"
"1007115","A","0","A","2023-01-26","BRA","F"
"1007116","I","0","B","2023-02-04","USA","F"
"1007117","A","0","B","2023-01-30","DEU","O"
"1007118","unknown","0","B","2023-02-04","BRA","F"
"1007119","A","0","A","2023-01-31","CAN","F"
"1007120","I","0","A","2023-01-26","BRA","O"
"1007121","I","0","B","2023-01-25","DEU","M"
"1007122","A","0","B","2023-01-25","USA","M"
"1007123","A","0","A","2023-01-30","GBR","F"
"1007124","A","0","A","2023-01-28","USA","M"
"1007125","A","0","A","2023-02-03","MEX","unknown"
"1007126","A","0","A","2023-01-25","BRA","unknown"
"1007127","I","0","A","2023-01-27","MEX","M"
"1007128","A","0","B","2023-02-04","MEX","F"
"1007129","I","0","B","2023-01-28","BRA","M"
"1007130","I","0","A","2023-01-27","FRA","M"
"1007131","A","0","B","2023-01-27","CAN","F"
"1007132","A","0","B","2023-01-26","CAN","F"
"1007133","A","0","B","2023-01-26","MEX","M"
"1007134","A","0","B","2023-01-25","BRA","F"
"1007135","A","0","B","2023-01-27","BRA","O"
"1007136","A","85.12","A","2023-01-25","USA","F"
"1007137","A","0","B","2023-01-25","USA","F"
"1007138","I","0","A","2023-01-30","MEX","F"
"1007139","I","0","B","2023-01-25","GBR","M"
"1007140","A","0","A","2023-02-01","USA","F"
"1007141","A","0","A","2023-01-26","TUR","F"
"1007142","A","0","A","2023-01-26","MEX","unknown"
"1007143","A","0","A","2023-02-03","GBR","F"
"1007144","A","0","A","2023-02-05","unknown","F"
"1007145","A","0","B","2023-01-28","BRA","F"
"1007146","A","0","A","2023-01-29","GBR","F"
"1007147","A","0","B","2023-01-25","USA","O"
"1007148","I","0","B","2023-01-28","TUR","F"
"1007149","A","0","A","2023-02-02","DEU","M"
"1007150","I","64.20","B","2023-02-06","MEX","M"
"1007151","A","0","A","2023-01-26","BRA","unknown"
"1007152","I","0","A","2023-02-04","USA","unknown"
"1007153","A","0","B","2023-01-26","USA","F"
"1007154","A","0","A","2023-02-05","TUR","F"
"1007155","A","0","B","2023-02-01","BRA","F"
"1007156","A","0","B","2023-01-29","DEU","M"
"1007157","I","0","A","2023-01-26","USA","M"
"1007158","A","0","A","2023-01-25","USA","F"
"1007159","A","0","B","2023-01-25","USA","unknown"
"1007160","I","0","A","2023-02-02","USA","M"
"1007162","A","0","B","2023-01-25","MEX","F"
"1007163","I","0","A","2023-01-31","DEU","unknown"
"1007164","I","0","A","2023-01-28","AUS","F"
"1007165","I","0","A","2023-01-27","DEU","M"
"1007166","A","0","A","2023-01-26","DEU","O"
"1007167","A","0","A","2023-01-26","GBR","M"
"1007168","I","0","A","2023-01-26","BRA","M"
"1007169","A","0","B","2023-01-30","FRA","O"
"1007170","I","0","A","2023-01-27","MEX","unknown"
"1007171","A","0","A","2023-01-25","BRA","F"
"1007173","A","0","A","2023-01-29","USA","M"
"1007174","I","0","B","2023-01-25","USA","M"
"1007175","I","0","A","2023-01-27","DEU","M"
"1007176","I","0","B","2023-01-27","BRA","M"
"1007177","A","0","A","2023-02-03","MEX","unknown"
"1007178","A","0","A","2023-01-28","BRA","M"
"1007179","A","0","B","2023-01-25","BRA","M"
"1007180","A","0","B","2023-02-04","USA","M"
"1007181","A","0","B","2023-01-26","CAN","F"
"1007182","A","0","B","2023-01-27","FRA","F"
"1007183","A","0","A","2023-02-06","DEU","M"
"1007184","A","0","A","2023-01-31","USA","M"
"1007185","I","0","A","2023-01-27","USA","F"
"1007186","I","0","A","2023-01-25","USA","M"
"1007187","A","0","A","2023-01-28","FRA","M"
"1007188","A","0","A","2023-02-06","BRA","O"
"1007189","A","0","B","2023-01-26","USA","M"
"1007190","A","0","A","2023-02-02","BRA","M"
"1007191","A","0","B","2023-01-25","USA","F"
"1007192","A","0","B","2023-02-01","FRA","M"
"1007193","I","0","B","2023-01-30","TUR","M"
"1007194","I","0","A","2023-01-25","ESP","unknown"
"1007195","A","0","A","2023-01-26","USA","unknown"
"1007196","A","0","A","2023-01-27","GBR","unknown"
"1007197","I","0","B","2023-01-26","GBR","M"
"1007198","A","0","B","2023-01-28","USA","M"
"1007199","A","0","A","2023-01-31","BRA","M"
"1007200","I","0","B","2023-01-25","BRA","unknown"
"1007201","A","0","B","2023-01-25","DEU","M"
"1007202","A","0","A","2023-01-26","ESP","F"
"1007203","I","0","B","2023-01-31","BRA","M"
"1007204","A","0","B","2023-01-27","BRA","M"
"1007205","A","0","B","2023-01-28","GBR","M"
"1007206","I","0","A","2023-01-28","DEU","M"
"1007207","A","0","A","2023-01-27","BRA","M"
"1007208","I","0","B","2023-01-27","USA","M"
"1007209","I","0","B","2023-02-03","USA","M"
"1007210","I","0","B","2023-01-27","DEU","F"
"1007211","I","0","A","2023-01-25","USA","F"
"1007212","A","0","B","2023-01-25","DEU","F"
"1007215","A","0","B","2023-01-28","USA","O"
"1007216","A","0","B","2023-01-25","GBR","F"
"1007217","A","0","B","2023-01-26","USA","unknown"
"1007218","A","87.99","B","2023-01-26","USA","F"
"1007219","I","0","B","2023-01-29","CAN","M"
"1007220","A","0","A","2023-02-04","USA","M"
"1007221","I","0","A","2023-01-25","BRA","unknown"
"1007222","A","0","A","2023-02-05","BRA","F"
"1007223","A","0","A","2023-01-30","MEX","F"
"1007224","I","0","B","2023-01-26","BRA","M"
"1007225","A","0","B","2023-01-27","USA","M"
"1007226","A","0","B","2023-02-03","USA","F"
"1007227","I","0","B","2023-01-28","USA","F"
"1007228","A","0","B","2023-01-26","USA","F"
"1007229","A","0","B","2023-01-25","ESP","M"
"1007230","A","75.19","A","2023-02-06","USA","M"
"1007231","I","0","A","2023-01-27","unknown","F"
"1007232","A","0","A","2023-01-25","FRA","unknown"
"1007233","A","0","A","2023-01-26","ESP","F"
"1007234","A","0","A","2023-01-25","USA","F"
"1007236","I","63.35","A","2023-01-28","USA","M"
"1007237","I","0","B","2023-01-26","DEU","M"
"1007238","A","0","A","2023-01-28","DEU","M"
"1007239","A","0","A","2023-02-02","BRA","M"
"1007240","I","0","B","2023-01-31","CAN","F"
"1007241","A","0","B","2023-01-29","FRA","M"
"1007242","A","0","B","2023-01-26","GBR","M"
"1007243","A","0","A","2023-01-27","USA","M"
"1007244","I","0","A","2023-01-29","BRA","M"
"1007245","I","0","B","2023-01-26","USA","M"
"1007246","A","0","A","2023-02-04","FRA","unknown"
"1007247","A","0","A","2023-01-25","GBR","O"
"1007248","A","0","B","2023-01-27","MEX","F"
"1007249","I","176.88","A","2023-01-26","BRA","M"
"1007250","A","0","A","2023-01-25","BRA","F"
"1007251","A","0","B","2023-01-26","USA","F"
"1007252","I","0","B","2023-01-29","BRA","M"
"1007253","I","0","B","2023-01-31","BRA","F"
"1007254","I","0","A","2023-01-29","BRA","F"
"1007255","A","0","B","2023-02-06","USA","F"
"1007256","A","0","B","2023-01-25","USA","F"
"1007257","I","0","B","2023-01-27","BRA","M"
"1007258","A","0","A","2023-02-04","BRA","unknown"
"1007259","I","0","B","2023-01-26","MEX","M"
"1007260","I","0","B","2023-02-06","BRA","F"
"1007261","A","0","B","2023-01-25","DEU","unknown"
"1007262","I","0","B","2023-01-27","BRA","F"
"1007263","A","0","B","2023-02-03","FRA","F"
"1007264","I","0","B","2023-01-25","BRA","M"
"1007265","I","0","B","2023-01-27","DEU","M"
"1007266","A","0","A","2023-01-26","USA","F"
"1007267","A","0","A","2023-02-05","MEX","F"
"1007268","I","0","A","2023-01-29","BRA","M"
"1007269","I","0","B","2023-01-28","BRA","unknown"
"1007270","I","0","A","2023-01-29","DEU","M"
"1007271","I","0","B","2023-01-26","USA","M"
"1007272","I","0","B","2023-01-25","BRA","F"
"1007273","I","0","A","2023-02-02","BRA","F"
"1007274","A","0","A","2023-01-25","DEU","M"
"1007275","A","0","A","2023-02-03","USA","M"
"1007276","I","0","A","2023-01-29","DEU","F"
"1007277","A","0","A","2023-02-01","BRA","M"
"1007278","I","0","B","2023-02-05","MEX","F"
"1007279","A","0","A","2023-02-04","BRA","M"
"1007280","A","0","A","2023-01-27","MEX","unknown"
"1007281","A","0","B","2023-01-27","FRA","F"
"1007282","I","0","A","2023-02-02","BRA","F"
"1007283","A","0","A","2023-01-26","DEU","F"
"1007284","A","0","B","2023-01-26","USA","unknown"
"1007285","I","0","B","2023-02-03","BRA","F"
"1007286","A","0","A","2023-01-26","GBR","M"
"1007287","I","0","B","2023-02-04","CAN","M"
"1007288","I","0","B","2023-01-25","BRA","M"
"1007289","A","0","B","2023-01-28","unknown","M"
"1007290","A","0","A","2023-01-25","BRA","M"
"1007291","I","0","A","2023-01-26","BRA","unknown"
"1007292","A","0","A","2023-01-25","TUR","M"
"1007293","I","0","A","2023-02-06","AUS","F"
"1007294","A","0","A","2023-01-27","USA","M"
"1007295","A","0","A","2023-01-28","USA","F"
"1007296","A","0","B","2023-01-27","USA","unknown"
"1007297","I","104.43","A","2023-01-29","MEX","O"
"1007298","I","0","B","2023-02-02","MEX","F"
"1007299","I","0","A","2023-01-25","CAN","M"
"1007300","A","0","B","2023-01-31","USA","F"
"1007301","A","0","B","2023-01-25","USA","unknown"
"1007302","A","0","A","2023-01-25","MEX","unknown"
"1007303","A","0","A","2023-01-25","MEX","M"
"1007304","A","0","A","2023-01-25","DEU","M"
"1007305","I","0","B","2023-01-31","CAN","F"
"1007306","A","0","A","2023-01-30","USA","unknown"
"1007307","I","0","A","2023-01-28","USA","M"
"1007308","A","0","A","2023-01-25","BRA","M"
"1007309","I","0","A","2023-01-25","BRA","F"
"1007310","I","0","B","2023-01-26","FRA","M"
"1007311","A","0","B","2023-01-30","DEU","F"
"1007312","A","0","A","2023-01-25","ESP","M"
"1007313","I","0","B","2023-01-25","MEX","M"
"1007314","A","0","A","2023-02-02","USA","M"
"1007315","A","0","B","2023-01-27","DEU","M"
"1007316","I","0","A","2023-01-30","USA","F"
"1007317","A","0","B","2023-01-26","BRA","M"
"1007318","A","0","B","2023-01-25","FRA","M"
"1007319","A","0","A","2023-02-06","BRA","unknown"
"1007320","A","0","B","2023-02-02","BRA","unknown"
"1007321","A","0","A","2023-02-01","CAN","M"
"1007322","A","0","A","2023-01-25","USA","unknown"
"1007323","I","0","A","2023-01-31","CAN","M"
"1007324","A","0","B","2023-01-25","USA","M"
"1007325","A","0","B","2023-01-29","USA","M"
"1007326","A","0","A","2023-01-28","FRA","unknown"
"1007327","A","0","B","2023-01-25","BRA","M"
"1007328","I","0","B","2023-02-05","MEX","M"
"1007329","I","0","B","2023-01-25","GBR","M"
"1007330","I","0","B","2023-01-25","BRA","F"
"1007331","I","0","A","2023-01-29","MEX","F"
"1007332","I","0","B","2023-02-05","USA","M"
"1007333","I","0","B","2023-01-25","BRA","F"
"1007334","A","0","A","2023-02-06","USA","M"
"1007335","A","0","B","2023-01-29","BRA","F"
"1007336","A","0","A","2023-01-30","DEU","M"
"1007337","I","0","A","2023-01-30","USA","M"
"1007338","A","0","A","2023-01-25","MEX","F"
"1007339","A","0","B","2023-02-04","BRA","F"
"1007340","I","0","A","2023-01-26","BRA","M"
"1007341","I","0","B","2023-02-01","CAN","F"
"1007342","I","0","A","2023-01-26","USA","M"
"1007343","A","0","B","2023-01-27","unknown","M"
"1007344","I","0","B","2023-01-29","FRA","F"
"1007345","A","0","A","2023-02-03","unknown","F"
"1007346","A","0","B","2023-01-26","USA","M"
"1007347","A","0","B","2023-01-26","BRA","M"
"1007348","A","0","B","2023-01-25","USA","M"
"1007349","A","0","A","2023-01-25","USA","unknown"
"1007350","A","0","B","2023-01-27","CAN","O"
"1007351","I","85.45","B","2023-02-03","BRA","O"
"1007352","I","0","B","2023-01-25","MEX","M"
"1007353","I","0","B","2023-01-25","FRA","F"
"1007354","I","0","A","2023-01-26","USA","F"
"1007355","A","0","A","2023-02-05","FRA","M"
"1007356","A","0","B","2023-01-26","BRA","M"
"1007357","A","0","B","2023-02-04","USA","F"
"1007358","A","0","B","2023-02-02","USA","M"
"1007359","A","0","A","2023-01-30","DEU","F"
"1007360","A","0","B","2023-02-01","ESP","F"
"1007361","A","0","B","2023-01-25","MEX","M"
"1007362","I","0","A","2023-01-25","MEX","F"
"1007363","A","0","A","2023-01-28","BRA","M"
"1007364","A","0","B","2023-02-04","USA","F"
"1007365","A","0","B","2023-01-30","USA","unknown"
"1007366","A","0","A","2023-01-26","BRA","F"
"1007367","I","0","A","2023-01-31","USA","M"
"1007368","I","0","A","2023-01-27","USA","F"
"1007369","I","0","B","2023-01-26","MEX","F"
"1007370","I","0","B","2023-01-28","FRA","unknown"
"1007371","unknown","0","A","2023-01-30","TUR","M"
"1007372","I","0","A","2023-02-06","BRA","F"
"1007373","I","0","A","2023-01-25","USA","M"
"1007374","A","0","A","2023-01-27","USA","M"
"1007375","I","0","B","2023-01-25","CAN","F"
"1007376","A","0","A","2023-01-25","TUR","F"
"1007377","A","0","B","2023-01-30","MEX","M"
"1007378","A","0","A","2023-01-27","USA","M"
"1007379","I","0","B","2023-02-03","USA","M"
"1007380","I","0","A","2023-01-26","BRA","M"
"1007381","A","0","A","2023-01-28","CAN","M"
"1007382","I","0","B","2023-01-30","DEU","unknown"
"1007384","A","0","A","2023-01-30","USA","F"
"1007385","A","0","A","2023-02-04","MEX","unknown"
"1007386","A","0","A","2023-01-25","ESP","F"
"1007387","A","0","B","2023-02-03","BRA","unknown"
"1007388","A","15.07","B","2023-01-25","TUR","F"
"1007389","A","0","B","2023-01-25","USA","F"
"1007390","A","0","B","2023-02-02","BRA","M"
"1007391","A","0","A","2023-01-28","MEX","F"
"1007392","I","0","B","2023-02-03","DEU","M"
"1007393","A","0","A","2023-02-03","BRA","M"
"1007394","A","0","A","2023-01-28","MEX","unknown"
"1007395","A","0","B","2023-01-25","TUR","unknown"
"1007396","I","0","A","2023-01-25","DEU","F"
"1007397","A","0","A","2023-01-26","BRA","M"
"1007398","A","0","B","2023-01-29","USA","M"
"1007399","I","0","A","2023-01-25","BRA","F"
"1007400","A","0","A","2023-01-29","ESP","unknown"
"1007401","A","0","B","2023-01-28","USA","F"
"1007402","A","0","B","2023-01-28","BRA","M"
"1007403","A","96.62","B","2023-01-25","USA","M"
"1007404","I","0","A","2023-01-31","BRA","unknown"
"1007405","I","0","A","2023-01-25","BRA","unknown"
"1007406","A","0","A","2023-02-02","USA","F"
"1007407","A","0","B","2023-01-25","USA","F"
"1007408","A","0","B","2023-01-27","BRA","M"
"1007409","I","0","A","2023-01-28","BRA","M"
"1007410","A","0","A","2023-01-25","USA","M"
"1007411","A","0","A","2023-02-05","MEX","F"
"1007412","I","0","B","2023-01-26","BRA","M"
"1007413","A","0","B","2023-01-26","DEU","F"
"1007414","I","0","B","2023-01-26","AUS","M"
"1007415","A","0","A","2023-01-25","BRA","M"
"1007416","I","0","B","2023-01-25","BRA","M"
"1007417","I","0","B","2023-02-06","GBR","F"
"1007418","A","0","B","2023-01-30","MEX","F"
"1007419","I","0","B","2023-01-27","GBR","F"
"1007420","A","0","A","2023-02-03","USA","M"
"1007421","A","0","B","2023-01-31","BRA","unknown"
"1007422","I","0","B","2023-01-26","TUR","M"
"1007423","A","0","A","2023-01-27","MEX","M"
"1007424","A","0","A","2023-01-25","BRA","F"
"1007425","A","0","A","2023-01-31","BRA","unknown"
"1007426","I","0","A","2023-01-27","TUR","F"
"1007427","I","0","A","2023-01-25","ESP","M"
"1007428","A","0","B","2023-01-29","GBR","M"
"1007429","A","0","B","2023-01-31","FRA","unknown"
"1007430","A","0","A","2023-01-26","USA","F"
"1007431","I","0","B","2023-01-30","GBR","F"
"1007432","A","0","A","2023-01-25","MEX","F"
"1007433","A","0","B","2023-01-25","USA","O"
"1007434","A","0","B","2023-02-04","unknown","M"
"1007435","I","0","A","2023-01-27","USA","F"
"1007436","I","0","A","2023-02-03","USA","M"
"1007437","A","0","A","2023-01-30","USA","unknown"
"1007438","A","0","A","2023-02-03","MEX","F"
"1007439","A","0","A","2023-01-26","USA","M"
"1007440","A","0","B","2023-02-01","FRA","F"
"1007441","I","0","B","2023-01-28","MEX","M"
"1007442","I","0","B","2023-01-29","DEU","F"
"1007443","A","0","A","2023-01-29","MEX","F"
"1007444","A","0","B","2023-01-26","BRA","F"
"1007445","A","0","B","2023-01-27","USA","F"
"1007446","I","0","B","2023-01-31","MEX","M"
"1007447","A","0","B","2023-01-26","MEX","O"
"1007448","A","0","A","2023-01-28","USA","F"
"1007449","I","0","A","2023-02-03","USA","M"
"1007450","I","0","B","2023-02-03","TUR","M"
"1007451","A","0","A","2023-02-02","DEU","F"
"1007452","I","0","B","2023-01-27","TUR","F"
"1007453","I","0","A","2023-02-02","USA","O"
"1007454","A","0","A","2023-01-25","FRA","unknown"
"1007455","A","0","A","2023-02-01","MEX","M"
"1007456","A","0","A","2023-01-29","BRA","M"
"1007457","I","0","A","2023-02-05","USA","unknown"
"1007458","A","0","B","2023-01-29","ESP","O"
"1007459","A","0","B","2023-02-03","USA","M"
"1007460","A","0","B","2023-01-25","USA","F"
"1007461","I","0","A","2023-01-25","FRA","M"
"1007462","I","0","A","2023-02-04","MEX","F"
"1007463","A","0","B","2023-01-26","USA","unknown"
"1007464","A","0","A","2023-01-26","unknown","F"
"1007465","A","0","A","2023-01-30","TUR","M"
"1007466","A","0","A","2023-01-27","BRA","F"
"1007467","A","70.83","B","2023-01-28","BRA","M"
"1007468","A","0","A","2023-01-29","MEX","unknown"
"1007469","A","0","A","2023-02-06","MEX","F"
"1007470","A","0","A","2023-01-27","ESP","F"
"1007471","A","0","A","2023-01-27","USA","unknown"
"1007472","A","0","A","2023-01-27","USA","F"
"1007473","A","0","A","2023-02-02","BRA","M"
"1007474","A","0","A","2023-01-25","CAN","M"
"1007475","A","0","B","2023-01-26","GBR","M"
"1007476","A","0","A","2023-01-27","BRA","F"
"1007477","A","0","B","2023-01-25","USA","M"
"1007478","I","0","B","2023-02-01","USA","unknown"
